단축코드,표준코드,한글종목명,증권그룹구분코드,시가총액 규모 구분 코드 유가,지수업종 대분류 코드,지수 업종 중분류 코드,지수업종 소분류 코드,벤처기업 여부 (Y/N),저유동성종목 여부,KRX 종목 여부,ETP 상품구분코드,KRX100 종목 여부 (Y/N),KRX 자동차 여부,KRX 반도체 여부,KRX 바이오 여부,KRX 은행 여부,기업인수목적회사여부,KRX 에너지 화학 여부,KRX 철강 여부,단기과열종목구분코드,KRX 미디어 통신 여부,KRX 건설 여부,(코스닥)투자주의환기종목여부,KRX 증권 구분,KRX 선박 구분,KRX섹터지수 보험여부,KRX섹터지수 운송여부,"KOSDAQ150지수여부 (Y,N)",주식 기준가,정규 시장 매매 수량 단위,시간외 시장 매매 수량 단위,거래정지 여부,정리매매 여부,관리 종목 여부,시장 경고 구분 코드,시장 경고위험 예고 여부,불성실 공시 여부,우회 상장 여부,락구분 코드,액면가 변경 구분 코드,증자 구분 코드,증거금 비율,신용주문 가능 여부,신용기간,전일 거래량,주식 액면가,주식 상장 일자,상장 주수(천),자본금,결산 월,공모 가격,우선주 구분 코드,공매도과열종목여부,이상급등종목여부,KRX300 종목 여부 (Y/N),매출액,영업이익,경상이익,단기순이익,ROE(자기자본이익률),기준년월,전일기준 시가총액 (억),그룹사 코드,회사신용한도초과여부,담보대출가능여부,대주가능여부
234690,KR7234690006,녹십자웰빙,ST,3,0,1009,1024,,N,N,,N,,,,,N,,,0,,,N,,,,,N,7930,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,16923,500,20191014,17752,8876138000,12,,0,,N,N,1097,84,94,80,9,20221231,1407,,N,N,N
234920,KR7234920007,자이글,ST,3,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,20900,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,277448,500,20160906,13530,6765455000,12,,0,,N,N,150,-27,-37,-37,-9,20221231,2827,,N,N,N
235980,KR7235980000,메드팩토,ST,2,1006,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,Y,22850,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,97406,500,20191219,21080,10540347500,12,,0,,N,N,0,-72,-140,-140,-219,20230331,4816,,N,N,N
236200,KR7236200002,슈프리마,ST,3,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,23550,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,49547,500,20160205,7193,3596636500,12,,0,,N,N,201,17,47,40,9,20230331,1694,,N,N,N
236810,KR7236810008,엔비티,ST,3,1006,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5710,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,37844,100,20210121,16975,1697542600,12,,0,,N,N,240,-7,-8,-6,-7,20230331,969,,N,N,N
237690,KR7237690003,에스티팜,ST,1,0,1009,1024,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,Y,85500,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,67600,500,20160623,18808,9404387500,12,,0,,N,Y,506,37,39,29,5,20230331,16081,,N,N,N
237750,KR7237750005,피앤씨테크,ST,3,0,1009,1028,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6260,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,44790,500,20160704,6496,3248300000,12,,0,,N,N,220,24,33,29,4,20221231,406,,N,N,N
237820,KR7237820006,플레이디,ST,3,1006,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5370,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,18945,500,20200312,12827,6413570000,12,,0,,N,N,440,56,62,50,6,20221231,688,905,N,N,N
237880,KR7237880000,클리오,ST,2,0,1009,1023,,N,N,,N,,,,,N,,,0,,,N,,,,,N,21300,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,30699,500,20161109,18071,9035676500,12,,0,,N,N,751,52,85,57,12,20230331,3849,,N,N,N
238090,KR7238090005,앤디포스,ST,3,0,1009,1025,,N,N,,N,,,,,N,,,0,,,N,,,,,N,2845,1,1,Y,N,N,0,N,N,N,0,0,0,100,N,90,0,500,20161012,23541,12206139500,12,,0,,N,N,90,-16,-3,-1,0,20230331,669,,N,N,N
238120,KR7238120000,얼라인드,ST,3,0,1009,1029,,N,N,,N,,,,,N,,,0,,,N,,,,,N,8120,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,22717,500,20161103,7189,3594724000,12,,0,,N,N,34,1,4,4,6,20230331,583,,N,N,N
238200,KR7238200000,비피도,ST,3,0,1009,1019,,N,N,,N,,,,,N,,,0,,,N,,,,,N,8010,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,31724,500,20181226,8180,4090000000,12,,0,,N,N,33,-5,-4,-2,-2,20230331,655,,N,N,N
238490,KR7238490007,힘스,ST,3,1007,1018,1040,,N,N,,N,,,,,N,,,0,,,N,,,,,N,8520,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,4742114,500,20170720,11312,5656118000,12,,0,,N,N,24,-41,-34,-25,-17,20230331,963,,N,N,N
239340,KR7239340003,줌인터넷,ST,3,1007,1017,1034,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3750,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,82634,100,20160609,26979,2697963400,12,,0,,N,N,46,-7,-4,-4,-5,20230331,1011,,N,N,N
239610,KR7239610009,에이치엘사이언스,ST,3,0,1009,1019,,N,N,,N,,,,,N,,,0,,,N,,,,,N,18000,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,6062,500,20161028,5392,2696057500,12,,0,,N,N,69,-15,-9,-8,-3,20230331,970,,N,N,N
239890,KR7239890007,피엔에이치테크,ST,3,0,1009,1023,,N,N,,N,,,,,N,,,0,,,N,,,,,N,26150,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,77296,500,20210216,9206,4603316000,12,,0,,N,N,350,48,76,76,32,20221231,2407,,N,N,N
240810,KR7240810002,원익IPS,ST,1,1007,1018,1040,N,N,Y,,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,32000,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,177680,500,20160502,49083,24541950500,12,,0,,N,Y,1504,-107,-58,-67,-3,20230331,15706,,N,N,N
241520,KR7241520006,DSC인베스트먼트,ST,3,0,1014,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3980,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,132846,500,20161219,27811,13905701500,12,,0,,N,N,75,47,47,39,17,20230331,1106,,N,N,N
241690,KR7241690007,유니테크노,ST,3,0,1009,1030,,N,N,,N,,,,,N,,,0,,,N,,,,,N,4755,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,955091,500,20160920,25011,12505782500,12,,0,,N,N,203,20,19,16,5,20230331,1189,,N,N,N
241710,KR7241710003,코스메카코리아,ST,3,0,1009,1023,,N,N,,N,,,,,N,,,0,,,N,,,,,N,16900,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,423804,500,20161028,10680,5340000000,12,,0,,N,N,1159,93,95,74,12,20230331,1804,,N,N,N
241770,KR7241770007,메카로,ST,3,1007,1018,1040,,N,N,,N,,,,,N,,,0,,,N,,,,,N,11460,1,1,N,N,N,0,N,N,N,0,0,0,50,N,90,13215,500,20171206,10192,5346320000,12,,0,,N,N,108,-4,8,4,1,20230331,1168,,N,N,N
241790,KR7241790005,오션브릿지,ST,3,1007,1018,1040,,N,N,,N,,,,,N,,,0,,,N,,,,,N,15400,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,64550,500,20161201,10002,5001317000,12,,0,,N,N,336,80,86,67,29,20230331,1540,,N,N,N
241820,KR7241820000,피씨엘,ST,3,0,1009,1024,,N,N,,N,,,,,N,,,0,,,N,,,,,N,8510,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,24045,500,20170223,11976,5988118000,12,,0,,N,N,8,-44,-84,-84,-123,20230331,1019,,N,N,N
241840,KR7241840008,에이스토리,ST,2,0,1015,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,20100,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,27223,500,20190719,9539,4769997000,12,,0,,N,N,108,23,23,20,13,20230331,1917,,N,N,N
242040,KR7242040004,나무기술,ST,3,0,1009,1022,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2755,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,7516623,100,20160907,34606,3460626400,12,,0,,N,N,174,-15,-19,-18,-14,20230331,953,,N,N,N
243070,KR7243070000,휴온스,ST,2,0,1009,1024,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,Y,31000,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,62122,500,20160603,11935,5967774500,12,,0,,N,N,1279,112,174,139,19,20230331,3700,,N,N,N
243840,KR7243840006,신흥에스이씨,ST,2,1007,1018,1041,,N,N,,N,,,,,N,,,0,,,N,,,,,N,47800,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,28836,2500,20170927,7763,19408072500,12,,0,,N,N,1212,68,139,121,15,20230331,3710,,N,N,N
244460,KR7244460002,올리패스,ST,3,0,1009,1024,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3135,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,91994,500,20190920,30082,15041275500,12,,0,,N,N,9,-51,-54,-54,-265,20230331,943,,N,N,N
245620,KR7245620000,EDGC,ST,3,1006,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,1622,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,158733,100,20180626,84285,8428548600,12,,0,,N,N,242,-15,1,2,2,20230331,1367,,N,N,N
246690,KR7246690002,TS인베스트먼트,ST,3,0,1014,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,1626,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,104249,500,20161215,39425,19712939500,12,,0,,N,N,57,26,26,15,9,20230331,641,,N,N,N
246710,KR7246710008,티앤알바이오팹,ST,2,0,1009,1024,,N,N,,N,,,,,N,,,0,,,N,,,,,N,13290,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,30364,500,20181128,21194,10597209000,12,,0,,N,N,58,-129,-103,-103,-25,20221231,2816,,N,N,N
246720,KR7246720007,아스타,ST,3,0,1009,1024,,N,N,,N,,,,,N,,,0,,,N,,,,,N,9170,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,34531,500,20170320,12904,6452012500,12,,0,,N,N,33,-28,-28,-28,-35,20221231,1183,,N,N,N
246960,KR7246960009,이노테라피,ST,3,0,1009,1024,,N,N,,N,,,,,N,,,0,,,N,,,,,N,7710,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,7889,500,20190201,6316,3158163500,12,,0,,N,N,2,-11,-13,-12,-32,20230331,486,,N,N,N
247540,KR7247540008,에코프로비엠,ST,1,0,1009,1028,,N,Y,,Y,,,,,N,,,0,,,N,,,,,Y,257500,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,626160,500,20190305,97801,48940909000,12,,0,,N,Y,20110,1073,975,804,20,20230331,251838,,N,N,N
247660,KR7247660004,나노씨엠에스,ST,3,0,1009,1028,,N,N,,N,,,,,N,,,0,,,N,,,,,N,17490,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,63869,500,20210309,4343,2171960000,12,,0,,N,N,74,6,2,2,1,20221231,759,,N,N,N
250000,KR7250000007,보라티알,ST,3,0,1011,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,11340,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,13386,500,20170608,6750,3375366500,12,,0,,N,N,177,32,30,23,12,20230331,765,,N,N,N
250060,KR7250060001,모비스,ST,3,1007,1017,1036,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2780,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,909932,100,20160908,32171,3217131400,12,,0,,N,N,58,-16,-16,-16,-17,20230331,894,,N,N,N
250930,KR7250930005,예선테크,ST,3,0,1009,1023,,N,N,,N,,,,,N,,,0,,,N,,,,,N,1028,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,268413,100,20160929,33000,3300044000,12,,0,,N,N,94,-20,-16,-16,-20,20230331,339,,N,N,N
251120,KR7251120002,바이오에프디엔씨,ST,3,0,1009,1024,,N,N,,N,,,,,N,,,0,,,N,,,,,N,17630,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,19494,500,20220221,8695,4347850000,12,,0,,N,N,159,49,54,43,13,20221231,1533,,N,N,N
251370,KR7251370003,와이엠티,ST,2,0,1009,1023,,N,N,,N,,,,,N,,,0,,,N,,,,,N,12220,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,7671,500,20170427,16314,8157232000,12,,0,,N,N,263,-19,-8,-15,-6,20230331,1993,,N,N,N
251630,KR7251630000,브이원텍,ST,3,0,1009,1027,,N,N,,N,,,,,N,,,0,,,N,,,,,N,11890,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,220824,500,20170713,15162,7581290000,12,,0,,N,N,121,-30,-12,-17,0,20230331,1802,,N,N,N
251970,KR7251970000,펌텍코리아,ST,2,0,1009,1023,,N,N,,N,,,,,N,,,0,,,N,,,,,N,20800,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,20271,500,20190704,12400,6200000000,12,,0,,N,N,648,75,89,71,12,20230331,2579,,N,N,N
252500,KR7252500004,세화피앤씨,ST,3,0,1009,1023,,N,N,,N,,,,,N,,,0,,,N,,,,,N,1117,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,72577,100,20161102,41486,4148639000,12,,0,,N,N,379,8,15,13,4,20221231,463,,N,N,N
252990,KR7252990007,샘씨엔에스,ST,2,1007,1018,1040,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5500,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,337524,500,20210520,50153,25076923000,12,,0,,N,N,501,149,173,151,14,20221231,2758,,N,N,N
253450,KR7253450001,스튜디오드래곤,ST,1,0,1015,0,,N,Y,,N,,,,,N,,,0,,,N,,,,,Y,64500,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,99704,500,20171124,30058,15029249000,12,,0,,N,Y,2111,216,221,184,11,20230331,19387,720,N,N,Y
253590,KR7253590004,네오셈,ST,3,1007,1018,1040,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3185,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,194703,100,20180404,38454,3845462600,12,,0,,N,N,216,4,9,9,6,20230331,1224,,N,N,N
253840,KR7253840003,수젠텍,ST,3,0,1009,1029,,N,N,,N,,,,,N,,,0,,,N,,,,,N,8430,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,25498,500,20190528,16322,8161494500,12,,0,,N,N,15,-66,-45,-47,-14,20230331,1376,,N,N,N
254120,KR7254120009,자비스,ST,3,0,1009,1027,,N,N,,N,,,,,N,,,0,,,N,,,,,N,2635,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,574739,100,20161202,29164,2916497200,12,,0,,N,N,30,-1,-1,-1,-3,20230331,768,,N,N,N
254490,KR7254490006,미래반도체,ST,0,0,1011,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,28550,1,1,N,N,N,0,N,N,N,0,0,0,50,N,90,311459,100,20230127,14438,1443800000,12,,0,,N,N,1059,28,15,11,7,20230331,4122,,N,N,N
255220,KR7255220006,SG,ST,3,0,1009,1025,,N,N,,N,,,,,N,,,0,,,N,,,,,N,1290,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,82114,100,20180126,44756,4475668900,12,,0,,N,N,103,-57,-60,-60,-33,20230331,577,,N,N,N
255440,KR7255440000,야스,ST,3,1007,1018,1041,,N,N,,N,,,,,N,,,0,,,N,,,,,N,13280,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,88294,500,20170929,13058,6569000000,12,,0,,N,N,71,-41,-35,-33,-8,20230331,1734,,N,N,N
256150,KR7256150004,한독크린텍,ST,3,0,1009,1027,,N,N,,N,,,,,N,,,0,,,N,,,,,N,7550,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,10848,500,20190905,8395,4197500000,12,,0,,N,N,591,51,61,51,10,20221231,633,,N,N,N
256630,KR7256630005,포인트엔지니어링,ST,3,0,1009,1026,,N,N,,N,,,,,N,,,0,,,N,,,,,N,2075,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,31770,100,20170502,57997,5799707200,12,,0,,N,N,71,-16,-10,-6,-3,20230331,1203,,N,N,N
256840,KR7256840000,한국비엔씨,ST,2,0,1009,1024,,N,N,,N,,,,,N,,,0,,,N,,,,,Y,3970,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,320644,100,20161228,67912,6791244300,12,,0,,N,N,166,-23,-8,-8,-2,20230331,2696,,N,N,N
256940,KR7256940008,케이피에스,ST,3,1007,1018,1040,,N,N,,N,,,,,N,,,0,,,N,,,,,N,10800,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,200948,500,20170906,18748,9374329000,12,,0,,N,N,105,-18,-20,-20,-14,20230331,2024,,N,N,N
257370,KR7257370007,명성티엔에스,ST,3,1007,1018,1041,,N,N,,N,,,,,N,,,0,,,N,,,,,N,9210,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20180913,10097,5048848500,12,,0,,N,N,62,-59,-71,-71,-42,20221231,929,,N,N,N
257720,KR7257720003,실리콘투,ST,3,0,1011,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5880,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,6103379,500,20210929,60331,30266265000,12,,0,,N,N,580,74,82,63,25,20230331,3547,,N,N,N
258610,KR7258610005,케일럼,ST,3,0,1009,1026,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3370,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,44023,500,20170822,22146,11073381000,12,,0,,N,N,399,-22,-28,-28,-21,20230331,746,,N,N,N
258790,KR7258790005,소프트캠프,ST,3,0,1009,1022,,N,N,,N,,,,,N,,,0,,,N,,,,,N,1735,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,102992,100,20170427,24991,2499128400,12,,0,,N,N,34,-14,-14,-13,-32,20230331,433,,N,N,N
258830,KR7258830009,세종메디칼,ST,3,0,1009,1029,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3050,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,356951,100,20180529,55365,5536574200,12,,0,,N,N,161,-18,-913,-921,-224,20221231,1688,,N,N,N
259630,KR7259630002,엠플러스,ST,3,0,1009,1027,,N,N,,N,,,,,N,,,0,,,N,,,,,N,11980,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,77960,500,20170920,12282,6141201000,12,,0,,N,N,127,7,16,16,11,20230331,1471,,N,N,N
260660,KR7260660006,알리코제약,ST,3,0,1009,1024,,N,N,,N,,,,,N,,,0,,,N,,,,,N,6240,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,18307,500,20180212,15327,7663510500,12,,0,,N,N,1677,99,84,80,9,20221231,956,,N,N,N
260930,KR7260930003,씨티케이,ST,3,0,1009,1023,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5820,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,18191,500,20171207,19341,9670795500,12,,0,,N,N,241,2,35,27,8,20230331,1125,,N,N,N
260970,KR7260970009,에스앤디,ST,3,0,1009,1019,,N,N,,N,,,,,N,,,0,,,N,,,,,N,15220,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,2199,500,20210929,4059,2029710000,12,,0,,N,N,733,109,119,98,13,20221231,617,,N,N,N
261200,KR7261200000,덴티스,ST,3,0,1009,1029,,N,N,,N,,,,,N,,,0,,,N,,,,,N,10910,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,117496,500,20170626,14791,7395552500,12,,0,,N,N,241,21,40,33,42,20230331,1613,,N,N,N
261780,KR7261780001,차백신연구소,ST,3,1006,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5810,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,134687,500,20211022,26632,13316081000,12,,0,,N,N,2,-65,-67,-67,-18,20221231,1547,,N,N,N
262260,KR7262260003,에이프로,ST,3,0,1009,1028,,N,N,,N,,,,,N,,,0,,,N,,,,,N,17210,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,192589,500,20200716,14461,7230777000,12,,0,,N,N,601,83,95,74,47,20230331,2488,,N,N,N
262840,KR7262840002,아이퀘스트,ST,3,1007,1017,1036,,N,N,,N,,,,,N,,,0,,,N,,,,,N,7040,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,20612,100,20210205,9860,986000000,12,,0,,N,N,95,4,8,8,8,20230331,694,,N,N,N
263020,KR7263020000,디케이앤디,ST,3,0,1009,1023,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3650,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,114064,500,20181120,15526,7763202000,12,,0,,N,N,248,23,19,11,6,20230331,566,,N,N,N
263050,KR7263050007,유틸렉스,ST,2,0,1009,1024,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5290,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,200572,500,20181224,36762,18381427500,12,,0,,N,N,0,-79,-75,-75,-35,20230331,1944,,N,N,N
263540,KR7263540007,어스앤에어로스페이스,ST,3,0,1009,1030,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5950,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20170915,10494,5247045500,12,,0,,N,N,338,25,7,9,20,20221231,624,,N,N,N
263600,KR7263600009,덕우전자,ST,3,0,1009,1028,,N,N,,N,,,,,N,,,0,,,N,,,,,N,12970,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,884596,500,20170828,15930,8037610500,12,,0,,N,N,396,-11,-27,-26,-9,20230331,2066,,N,N,N
263690,KR7263690000,디알젬,ST,3,0,1009,1029,,N,N,,N,,,,,N,,,0,,,N,,,,,N,10480,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,9798,500,20181122,11325,5662805000,12,,0,,N,N,247,17,30,24,13,20230331,1186,,N,N,N
263700,KR7263700007,케어랩스,ST,3,1006,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,6830,1,1,N,N,N,0,N,N,N,0,0,0,60,N,90,26470,500,20180328,19414,9804883000,12,,0,,N,N,230,-5,-11,-12,-7,20230331,1325,,N,N,N
263720,KR7263720005,디앤씨미디어,ST,2,1007,1017,1035,,N,N,,N,,,,,N,,,0,,,N,,,,,N,17870,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,14098,500,20170801,12275,6137555500,12,,0,,N,N,161,9,13,9,5,20230331,2193,,N,N,N
263750,KR7263750002,펄어비스,ST,1,1007,1017,1035,,N,Y,,Y,,,,,N,,,0,,,N,,,,,Y,50100,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,315459,100,20170914,64247,6623450000,12,,0,,N,Y,858,11,136,94,5,20230331,32188,,N,N,Y
263770,KR7263770000,유에스티,ST,3,0,1009,1026,,N,N,,N,,,,,N,,,0,,,N,,,,,N,4390,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,71287,100,20170406,23700,2370017200,12,,0,,N,N,999,162,163,125,20,20221231,1040,,N,N,N
263800,KR7263800005,데이타솔루션,ST,3,1007,1018,1039,,N,N,,N,,,,,N,,,0,,,N,,,,,N,6650,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,305517,500,20170803,16208,8104190000,12,,0,,N,N,991,27,29,24,8,20221231,1077,,N,N,N
263810,KR7263810004,상신전자,ST,3,0,1009,1028,,N,N,,N,,,,,N,,,0,,,N,,,,,N,7080,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,1306663,500,20171016,14244,7122359000,12,,0,,N,N,312,8,8,7,7,20230331,1008,,N,N,N
263860,KR7263860009,지니언스,ST,3,1007,1017,1036,,N,N,,N,,,,,N,,,0,,,N,,,,,N,14820,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,87247,500,20170802,9444,4722300000,12,,0,,N,N,91,13,16,12,10,20230331,1399,,N,N,N
263920,KR7263920001,휴엠앤씨,ST,3,0,1009,1031,,N,N,,N,,,,,N,,,0,,,N,,,,,N,1329,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,365026,500,20170928,49045,24522567000,12,,0,,N,N,356,18,25,8,2,20221231,651,,N,N,N
264450,KR7264450008,유비쿼스,ST,3,1007,1018,1038,,N,N,,N,,,,,N,,,0,,,N,,,,,N,13270,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,22455,500,20170331,10245,5122853000,12,,0,,N,N,328,56,66,53,15,20230331,1359,,N,N,N
264660,KR7264660002,씨앤지하이테크,ST,3,1007,1018,1040,,N,N,,N,,,,,N,,,0,,,N,,,,,N,12740,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,13641,500,20180125,8556,4278271000,12,,0,,N,N,219,24,42,33,14,20230331,1090,,N,N,N
264850,KR7264850009,이랜시스,ST,3,0,1009,1028,,N,N,,N,,,,,N,,,0,,,N,,,,,N,2710,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,169840,100,20170601,29543,2954331200,12,,0,,N,N,176,15,23,18,17,20230331,800,,N,N,N
265520,KR7265520007,AP시스템,ST,2,1007,1018,1040,,N,N,,N,,,,,N,,,0,,,N,,,,,N,21250,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,43203,500,20170407,15281,7640710500,12,,0,,N,N,940,117,157,122,18,20230331,3247,,N,N,N
265560,KR7265560003,영화테크,ST,3,0,1009,1030,,N,N,,N,,,,,N,,,0,,,N,,,,,N,11250,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,38365,500,20171026,10690,5345090000,12,,0,,N,N,156,8,12,10,7,20230331,1202,,N,N,N
265740,KR7265740001,엔에프씨,ST,3,0,1009,1023,,N,N,,N,,,,,N,,,0,,,N,,,,,N,8400,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,6833,100,20201202,8931,893180000,12,,0,,N,N,99,9,13,12,8,20230331,750,,N,N,N
267320,KR7267320000,나인테크,ST,3,1007,1018,1041,,N,N,,N,,,,,N,,,0,,,N,,,,,N,3615,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,629708,100,20170622,40334,4033434500,12,,0,,N,N,328,5,4,3,4,20230331,1458,,N,N,N
267790,KR7267790004,배럴,ST,3,0,1009,1020,,N,N,,N,,,,,N,,,0,,,N,,,,,N,7980,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,44887,500,20180201,7888,3944250000,12,,0,,N,N,84,7,26,21,26,20230331,629,,N,N,N
267980,KR7267980001,매일유업,ST,2,0,1009,1019,,N,N,,N,,,,,N,,,0,,,N,,,,,Y,48450,1,1,N,N,N,0,N,N,N,0,0,0,30,Y,90,4596,500,20170605,7843,3921819000,12,,0,,N,N,4494,126,174,120,10,20230331,3800,,N,N,N
268600,KR7268600004,셀리버리,ST,2,1006,0,0,,N,N,,N,,,,,N,,,0,,,Y,,,,,N,6680,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20181109,36667,18333922500,12,,0,,N,N,75,-102,-155,-155,-1880,20230331,2449,,N,N,N
